Status,Address,S/A,Price,For Tax Year,Gross Taxes,Sold Date,Days On Market,Age,Area,Total Bedrooms,Total Baths,Lot Sz (Sq.Ft.),Floor Area -Grand Total,Original Price,List Price,Driveway Finish,Floor Area - Unfinished,GST Incl,Foundation,Floor Area Fin - Basement,Zoning,Parking Places - Covered,# Rms,No. Floor Levels,Frontage - Feet,Depth,Type,Public Remarks
S,10805 124 STREET,F21,"$770,000 ",2020,"$3,014.56 ",2/4/2021,9,66,North Surrey,3,1,"8,065.00",870,"$799,000 ","$799,000 ",Asphalt,0,,Concrete Perimeter,0,IL-1,1,6,1,77,132,House/Single Family,"Light Impact Industrial Zoning located in the South Westminster Plan, Business Park. Large 8065 sqft lot, old timer 3 bed 1 bath home currently rented for $1100/ month. Close to skytrain and easy access to Pattullo Bridge. Brand new windows and new electric baseboards put in last year. Please do not walk on property, please contact your agent to view. Do Not walk on property, Drive by first."
S,12728 114A AVENUE,F21,"$775,000 ",2020,"$2,383.00 ",1/4/2021,20,73,North Surrey,4,2,"5,000.00","1,616","$780,000 ","$780,000 ",,0,,,0,SFR,0,9,2,50,100,House/Single Family,"Substantially rebuilt house in 2018-2020 located in the very quick developing area. Building plan and final permit available when the offer accepted. A new kitchen with granite countertop and all the new appliances, new floor, new bathrooms, new frame, new insulation, new double glazed windows, new fences, new painting outside and inside; and new drivingway. The most convenient location in Greater Vancouver, a few minutes walking to Skytrain station a bus station, a few blocks away from High 17 to Richmond and HWY 1, minutes drive across the Pattullo Bridge to Burnaby and NW. New Arena in the neighborhood is on construction. Plus neighbourhood convenient store, A&W, Tim Hortons, MacDonalds and gas stations. Townhouse price but a big lot. Best price for this new house. Please try an offer!!"
S,12767 115A AVENUE,F21,"$783,000 ",2020,"$2,366.45 ",2/2/2021,80,73,North Surrey,4,3,"5,017.00","1,820","$810,000 ","$810,000 ",,0,,Concrete Perimeter,0,RF,,11,1,50.13,100.3,House/Single Family,"BEAUTIFUL RANCHER IDEAL FOR BUILDERS, INVESTORS & FIRST TIME HOME BUYERS. Please check with city for development. This is 4 bedrooms, 3 bathrooms (2+1+1) property is rented for $3400.00 on month to month basis. GREAT MORTGAGE HELPER, close to SKYTRAIN station."
S,11410 LOUGHREN DRIVE,F22,"$790,000 ",2020,"$3,526.79 ",12/4/2020,22,62,North Surrey,4,2,"7,824.00","2,080","$838,000 ","$799,000 ",,0,,Concrete Perimeter,"1,040",SFD,0,11,2,60,,House/Single Family,"This Beautiful Basement Home in Birdland, has a Large 1 bedroom Basement suite, in a cul-de-sac in quiet neighborhood. Close to shopping, transit and easy access to Port Mann Bridge. This home has a newer roof, new furnace. Double glazed bay windows, which allows for natural light to enter. Updated kitchen with a large eating area, this home has great hardwood floors."
S,12930 115B AVENUE,F21,"$809,000 ",2020,"$2,412.76 ",3/16/2021,21,75,North Surrey,3,2,"5,000.00","2,028","$798,000 ","$798,000 ",,0,,Concrete Perimeter,0,RES,,8,2,50,100,House/Single Family,"Welcome to central Bridgeview! Why settle for a condo or townhouse when you can own your own detached home with a lot! This lot offers 5000 sqft of land and over 2000 sqft of living space over 2 levels! Great opportunity for investors or first time home buyers as this house offers 3 bedrooms and 2 bathrooms! This 3BR and 2 BA home has everything for the young growing family, a rear deck off the kitchen and a huge backyard! Located in a quite cul de sac area and is only steps away from Bridgeview Elementary, Bridgeview Park, & transit. Lots of potential for a family to grow in and call this home! Call for a private showing today!"
S,14949 111A AVENUE,F22,"$840,000 ",2020,"$2,994.87 ",12/14/2020,5,61,North Surrey,3,1,"8,431.00","1,041","$799,900 ","$799,900 ",,0,No,Concrete Perimeter,0,SFR,1,6,1,94.29,28.74,House/Single Family,"ALERT FIRST TIME BUYERS/INVESTORS great huge leveled lot 8431 Sq. Ft. price of a townhouse no fees here. 3 bedrooms rancher in desirable bolivar heights area. Huge fenced backyard. New furnace, newer roof, and bathroom. Cozy and neat. Tenant would like to stay. Close to schools and minutes to Portman bridge. Please allow time for showing. BUILD RENT OR LIVE."
S,11575 97 AVENUE,F24,"$860,000 ",2020,"$3,480.51 ",12/14/2020,10,62,North Surrey,3,2,"8,294.00","1,041","$865,000 ","$865,000 ",,0,,Concrete Perimeter,0,CD,6,6,1,60,144,House/Single Family,"Beautifully, Well Maintained Rancher in Royal Heights - 3 bedrooms, 2 baths, with a detached Garage/Workshop sitting on over a 8000 sqft Lot! Bonus - large covered deck! Close to Schools, Parks, Amenities, and that's not it... It's an Easy Access to Transit, Hwy 91 and Hwy 17! What else can you ask for?! Book You Private Viewing Today! The Buyer or the Buyers agent to verify measurements if important. COLLAPSED OFFER. Next showing Sunday Dec 13th by appointment only 2pm to 3:30pm"
S,15177 PHEASANT DRIVE,F22,"$860,000 ",2020,"$2,953.03 ",1/12/2021,6,52,North Surrey,5,2,"7,201.00","2,406","$850,000 ","$850,000 ",Concrete,0,,Concrete Perimeter,"1,203",SFD,,13,2,120,125 x 147,House/Single Family,"ELCOME TO THIS WELL MAINTAINED HOME WITH WARMTH AND SPACIOUS FLOOR PLAN! Main floor mostly covered in hardwood floors features living room, dining room, updated kitchen, 3 bedroom with 1 bathroom. Private entry to basement suite and can be mortgage helper; large living room, kitchen, 2 bedroom suite down with 1 updated bathroom (heated floors)+264 sqft converted garage with lots of potential .1 year old roof , laundry, and central heating. Take full advantage of the 2 brick fireplaces, backyard balcony, and lots of parking. Just steps away from Riverdale Elementary, Guildford Park Secondary, Guildford Mall, public transportation, and the bridge."
S,14987 KEW DRIVE,F21,"$864,000 ",2019,"$3,156.25 ",12/3/2020,21,62,North Surrey,4,2,"7,201.00","1,892","$875,000 ","$875,000 ",,0,,Concrete Perimeter,0,SFRD,,11,1,91,,House/Single Family,"Beautifully RENOVATED 4 bdrm, 2 full bath RANCHER situated in a great neighborhood on a LARGE corner lot. Spacious living room with beautiful wood feature wall, updated kitchen and extra entertaining space in the family room! Dining room features french doors leading to a private FENCED yard w/ hot tub! Great 15'5 x 7'3 work shop that is fully wired w/ power. Master suite W/I closet and 3 piece ensuite. Centrally located in quiet family neighbourhood that is just steps from Robin Park, great schools, transit, Hwy 1, shopping and restaurants. Excellent building lot with great long term tenant currently paying $2150 month to month, willing to stay or go. This is the perfect investment property! Call now to view!"
S,10925 ORIOLE DRIVE,F22,"$865,000 ",2019,"$3,140.91 ",12/11/2020,59,62,North Surrey,3,1,"7,443.00","1,215","$929,000 ","$929,000 ",,0,,Concrete Block,0,SFD,,6,1,60,124,House/Single Family,"Super clean rancher sitting on 7443 SF corner lot, 3 good size bedrooms, large living room, separate dining room. Country kitchen, new appliances front load washer & dryer. Laminate flooring in all bedrooms, carpet in living & dining. Close to Guildford Mall. Easy access to Hwy #1.Licensed daycare upto 8 kids."
S,11734 98A AVENUE,F24,"$885,000 ",2020,"$2,926.08 ",2/14/2021,6,54,North Surrey,4,1,"6,600.00","1,225","$849,000 ","$849,000 ",,0,No,Concrete Perimeter,0,SFD,1,7,1,50,132,House/Single Family,"4 bedroom Rancher on 6600 sq ft rectangular lot, hold now and build later. Quiet dead end street, home is siding onto a park and facing a greenbelt, privacy guaranteed and you can take a walk in the park without getting into a car! Easy access to Hwy 17, Scott Rd SkyTrain station, schools and shopping. Schools: Royal Heights Elementary and L. A. Matheson Secondary."
S,11136 132 STREET,F26,"$885,000 ",2020,$0.00 ,1/19/2021,1,75,North Surrey,2,1,"6,000.00",759,"$899,999 ","$899,999 ",,0,,Concrete Perimeter,0,RF,,4,1,50,120,House/Single Family,"Location Location Location..... Rancher with 6,000sqft Rectangular lot located minutes away from Pattullo bridge, Hwy 17 and Surrey City Centre. Currently tenanted on a month to month for $1,250"
S,11023 RAVINE ROAD,F26,"$890,000 ",2019,"$2,781.16 ",12/21/2020,80,72,North Surrey,3,1,"5,055.00",913,"$889,000 ","$889,000 ",Asphalt,0,No,Concrete Perimeter,0,RF,1,8,1,54,91,House/Single Family,"Great holding property in future low to mid rise development potential.  Close to Patullo Bridge and Highway 17 access, skytrain station and North Surrey new Sport and Ice Complex.  This clean, well kept 3 bed and bath rancher, re-roofed in 2018,  has separate 1 car garage parking for 3-4 vehicles and fully fenced backyard. 24 hour notice is appreciated and viewing by appointment only using Covid 19 protocols."
S,10244 SEMIAHMOO ROAD,F25,"$900,000 ",2020,"$3,275.87 ",12/8/2020,8,63,North Surrey,4,2,"6,207.00","1,625","$899,999 ","$899,999 ",Concrete,0,,Concrete Perimeter,0,RF,1,10,3,82,94 x 86,House/Single Family,"Welcome to this 4 Bedroom 2 Bath home located in the heart of North Surrey. Updated 3 level split is the perfect starter home that has the potential to add a basement suite for your mortgage helper. Great investment property with tons of potential, updated flooring, paint, appliances, kitchen and much more.  Centrally located close to public transit, shopping, and schools. Book your showings now."
S,10276 126 STREET,F25,"$900,000 ",2020,"$3,201.22 ",3/31/2021,0,65,North Surrey,3,1,"8,751.00","1,530","$988,000 ","$988,000 ",,0,,Other,540,CD,1,7,2,66,132,House/Single Family,Split level home with large sized lot in the desirable St. Helens area on a very quiet street. Great holding property with great tenants! Buy for future developememt!
S,15592 100 AVENUE,F27,"$900,000 ",2019,"$3,331.33 ",12/21/2020,111,40,North Surrey,3,2,"7,364.00","1,325","$920,000 ","$920,000 ",,0,,Concrete Slab,0,RF,2,7,1,57.18,17.43,House/Single Family," 3 bedroom, 2 bathroom. bathroom renovation, newer laminate flooring living, dining & hallways. Complete with extended patio and freshly painted exterior make this home a winner! Great central location"
S,11253 REGAL DRIVE,F24,"$900,000 ",2020,"$4,233.29 ",12/8/2020,22,53,North Surrey,4,3,"9,017.00","2,260","$949,880 ","$949,880 ",,0,,Concrete Perimeter,"1,013",RF,2,12,2,71,133,House/Single Family,"VIEW OF THE RIVER, MOUNTAINS and CITY!  Great opportunity for a fix & flip. This home needs TLC. Bring your paint brush and a hammer, make some money or build your dream house. Basement entry home on large corner lot with a great view! Three bedrooms upstairs and a one bedroom suite in the basement plus an additional room that can be a family room for upstairs. Double Garage and wrap-around deck!"
S,9666 139 STREET,F26,"$904,761 ",2020,"$2,740.00 ",12/22/2020,14,1,North Surrey,5,3,"4,101.00","1,968","$998,000 ","$998,000 ",,0,,Concrete Perimeter,0,SFR,,10,2,36.75,,House/Single Family,"Welcome to this BRAND NEW, custom built, spacious 2 storey single house which offers a beautiful living room with bright and open layout, open-concept kitchen, and two bathrooms, as well as a potential 2 or 1 bedroom suite on the main floor. 3 spacious bedrooms upstairs. Laminate flooring and designer lighting throughout the home. Central location close to Surrey Center, skytrain, schools, hospital and almost everything. Group showing: Dec 26&27 (Sat&Sun) 2-4pm"
S,10236 125A STREET,F25,"$905,000 ",2020,"$3,416.92 ",1/18/2021,32,999,North Surrey,3,1,"8,731.00","1,660","$945,000 ","$945,000 ",,0,,Concrete Perimeter,560,CD,,9,2,66,132,House/Single Family,"Investors and Builders ALERT!!!3 Bedrooms 1 Bathroom basement home close to city . updated flooring.  Full basement  finished. This fine home is made for a young family.  2 fireplaces, upgraded kitchen, comfortable eating area with sliding glass doors on to a big sundeck. Super big backyard with a 20' x 20' detached garage, insulated and wired for 220 volt. Partly finished basement has a lot of potential for whatever your needs. Very central location; walk to Surrey Place Mall, new SFU campus & Sky Train."
S,13657 HOWEY ROAD,F22,"$910,000 ",2020,"$2,998.66 ",2/13/2021,29,62,North Surrey,2,0,"6,594.00",741,"$899,000 ","$899,000 ",,0,,Concrete Perimeter,0,RF,0,5,1,60,,House/Single Family,"Whoppertunity  Here !!   Location Location location  often sought yet seldom found so be quick on this gem. Adorable 2 bdrm bungalow nestled on a  6590 sqft Plus lot in the Heart of Surrey Central.  Easy walk to Surrey Skytrain , schools and shopping. Very Solid investment here ,  Great for a 1st time buyer or buy, hold  and rent out and build dream home later. as values in this area will soar .Seller may consider rent back situation. Showings will be Sunday January 24  11- 3 pm  Offers will be presented that evening. Covid awarness please take precautions showing  re  Masks  etc"
S,14191 108TH AVENUE,F22,"$920,000 ",2020,"$3,050.87 ",12/16/2020,44,54,North Surrey,3,1,"9,124.00","1,169","$949,000 ","$949,000 ",,0,,Concrete Perimeter,0,SFD,2,8,1,70,130,House/Single Family,"Location Location Location !!!!  Great opportunity for Investors and builders.  3 Bedroom 1 bathroom Rancher on huge  9124 SqFt in the popular Bolivar Heights. Close to both level of Schools and Transit. Short Distance to Skytrain Station, Central city mall, Guildford shopping mall and Recreation Centre. Easy access to Hwy 1 and all major routes. Near by schools are  Forsyth Road Elementary and Guildford Park Secondary School. Don't miss this opportunity. Call Today!"
S,15170 DOVE PLACE,F22,"$925,000 ",2020,"$3,121.00 ",2/7/2021,5,62,North Surrey,3,1,"7,290.00","1,256","$825,000 ","$825,000 ",Asphalt,0,,Concrete Perimeter,0,SF,,7,1,63,114,House/Single Family,"Investors and Developers!!! You don't want to miss out on this Great Property with Endless Possibilities. Rent, Build. 3 BDRM 1 Bath rancher in the one of the best area of Surrey. Great Investment Property. Central location close to schools, transit, recreation & all major transportation. Showing on Friday Feb 5(1-3PM)."
S,14096 113A AVENUE,F22,"$925,000 ",2020,"$3,187.74 ",12/30/2020,0,62,North Surrey,1,1,"7,824.00",864,"$925,800 ","$925,800 ",,0,,Concrete Perimeter,0,RF,,3,1,60,130.42,House/Single Family,
S,10695 137A STREET,F26,"$930,000 ",2019,"$3,568.07 ",1/1/2021,66,67,North Surrey,3,1,"6,594.00",920,"$1,050,000 ","$1,050,000 ",,0,,Concrete Perimeter,0,RF,2,5,1,55,120,House/Single Family,"BEST PRICE BY FAR FOR HOLDING PROPERTY IN THIS POCKET OF WHALLEY!! SURREY CITY CENTER PLAN, FAR UP TO 2.5, FOR 6 STORIES. Condo Development Applications approved on this block and in the neighbourhood. Perfect to hold or develop with adjacent properties. Close to ALL CENTRAL CITY amenities. SFU, Skytrain, shopping and more. SMART INVESTMENT OPPORTUNITY!! Call for details."
S,14780 101A AVENUE,F27,"$940,000 ",2020,"$3,223.33 ",3/30/2021,6,41,North Surrey,3,2,"4,209.00","1,312","$892,800 ","$892,800 ",,0,,Concrete Block,0,RF-G,1,9,2,0,,House/Single Family,"First time on the market in 23 years! This delightful 3 bedroom, 2 bath home has been meticulously taken care of! Extensively renovated throughout the years: bathroom, kitchen, flooring, new appliances in 2018, beautiful spa shower, heated floors in master bathroom, natural gas fireplace, exterior finishes, and new hot water tank in 2017. Amazing location, only a couples minutes away from Guildford Town centre, athletic club, outdoor pool. Enjoy a beautiful stroll by the lake, with the serenity that Green Timbers Urban Forest  brings, with too many trails to mention. Open house by appointment only on Saturday, March 27th from 12:00pm - 2:00pm and Sunday, March 28th 12:00pm - 3:00pm."
S,10132 120 STREET,F25,"$940,000 ",2020,"$3,556.90 ",1/12/2021,78,999,North Surrey,4,1,"7,664.00","1,898","$898,000 ","$898,000 ",,330,,Concrete Perimeter,0,RF,,12,3,70.01,96*87*90,House/Single Family,"3 storey home sitting on large 7664 sqft corner lot with great vies of MOUNTAIN/CITY/FRASER RIVER. 5 bedrooms 1 full bathroom & den. Close to bus, schools, shopping, parks, major transportation routes & all other amenities. Short distance to Scott Road SKYTRAIN station. Property not to be missed."
S,10373 128 STREET,F25,"$945,000 ",2020,"$3,181.52 ",12/28/2020,0,66,North Surrey,3,2,"7,575.00","1,405","$945,000 ","$945,000 ",,0,,Concrete Perimeter,0,RF,4,8,1,65,116,House/Single Family,"Investor, Developer, first-time buyer ALERT!! Rancher with lot and back lane access. It is very close to all amenities including both levels of school, Skytrain, mall, recreation center and parks. Enjoy this 7583 square feet, big lot with a friendly and peaceful neighborhood."
S,14979 96 AVENUE,F27,"$948,000 ",2020,"$3,318.06 ",2/24/2021,7,37,North Surrey,3,2,"7,139.00","1,276","$948,000 ","$948,000 ",Asphalt,0,,Concrete Perimeter,0,RF,2,7,1,61.15,117.4,House/Single Family,"Terrific 3 bedroom, 2 bath rancher centrally located in Guildford's Johnston Heights neighbourhood. Full length pull-through side driveway w/ access from both 96 Avenue & rear lane; plenty of parking! Lovingly maintained by the original owners, this inviting home features a spacious living room w/ hardwood flooring, brick fireplace, & bay windows. Kitchen w/ wood cabinetry, plenty of counter space, double door fridge, & open dining & family room area w/ glass sliding door to rear patio. Spacious master w/ 3 pc ensuite, 2 additional bedrooms, 4 pc main bath, & laundry/utility room. Double garage, & bonus 16' storage container! Great location w/ short walk to elementary & high schools, parks, transportation, & short drive to Guilford shopping, restaurants, & amenities. Easy access to Hwy #1!"
S,14992 RAVEN PLACE,F22,"$950,000 ",2020,"$3,130.00 ",1/7/2021,3,62,North Surrey,4,2,"7,159.00","1,586","$899,000 ","$899,000 ",,0,,Concrete Perimeter,0,SFR,1,9,1,70,102,House/Single Family,"Best deal in the neighbourhood price to sell!! Almost 1600 sqft 4 bedroom with 2 full washrooms rancher sitting on nearly 7200 sqft sunny south exposed lot with lane access. Hot water tank replaced in 2016. High efficiency furnace , walking distance to both levels of school shopping mall and transit. A lot of activities going on in this area please check with the City of Surrey regarding development potential . Tenanted to nice tenants willing to stay. Month to month tenancy. All sizes and ages are approx only. The buyer should not rely upon the listing information without the Buyer independently verifying the information."
S,12769 114B AVENUE,F21,"$950,000 ",2020,"$2,467.73 ",2/24/2021,1,999,North Surrey,6,4,"5,017.00","2,196","$949,900 ","$949,900 ",,0,,Concrete Perimeter,0,RF,,14,2,50,100,House/Single Family,"Buy, Live, Rent or Hold! Well maintained renovated 6 bedroom 4 bathroom 2 storey home in North Surrey's fastest developing neighbourhood. Good size living room with a kitchen plus a separate dining area. 2 bdrms on main floor with a full bath and 2 bdrms upstairs with 2 full baths. Also has 2 bdrm RENTAL SUITE as a great mortgage helper. Beautiful and very functional layout; updated kitchen & washrooms, newer roof, appliances, flooring, and brand new HWT. Home is move-in ready! Walking distance to Skytrain station, Bus, Elementary School, Park, minutes drive to New Westminster, easy access Highway 17 to Richmond and No 1 Highway. The most convenient location with the most affordable house in Greater Vancouver. Call for more details! Showings by appointment only."
S,15237 HUMMINGBIRD PLACE,F22,"$951,000 ",2020,"$2,919.52 ",5/18/2021,7,45,North Surrey,3,2,"7,336.00","1,418","$899,900 ","$899,900 ",,0,,Other,0,RF,,11,1,42,102,House/Single Family,"Welcome to Birdland in the popular Bolivar Heights neighbourhood of North Surrey! This meticulously kept rancher shows the true definition of pride of ownership. This 1418 SF home is equipped with 3 bedrooms + a den & 2 bathrooms. Upgrades include vinyl windows, asphalt shingle roof, hot water tank & more. Cozy up to the gas fireplace in your spacious living room and use the fully enclosed solarium for all season enjoyment. Beautiful and mature landscaping throughout the 7336 SF lot. This property could be suitable for families, down-sizers, investors & builders! Located conveniently near the HWY 1 exit for commuters and all of the amenities & shopping Guildford has to offer. Call for a private viewing! PLEASE DO NOT WALK THE PROPERTY WITHOUT AN APPOINTMENT."
S,13483 BOLIVAR CRESCENT,F22,"$955,000 ",2020,"$3,118.61 ",5/3/2021,20,66,North Surrey,4,2,"7,000.00","2,301","$899,000 ","$899,000 ",,0,,Concrete Perimeter,900,RF,1,10,3,79,133,House/Single Family,"Come take a look! 4 Bdrm Bsmt home with unauthorized suite with separate entry, bathroom and kitchen. 2 bdrms up 1 bdrm down & 1 bdrm on main. Nice garden with fruit trees ,close to schools & ALRT. Lots of storage.   "
S,10900 148 STREET,F22,"$955,000 ",2020,"$3,072.00 ",5/5/2021,9,63,North Surrey,3,1,"7,419.00","1,690","$998,000 ","$998,000 ",Asphalt,0,,Concrete Perimeter,600,SFD,1,9,2,60,123,House/Single Family,"Future potential in this area. Bolivar Heights. Great starter or investment property. Solid 3 bedrooms home with partial basement. Windows and kitchen have been updated. Close to transit, shopping, and minutes from Port Mann Bridge. House sold as is."
S,9746 120 STREET,F25,"$957,000 ",2020,"$3,291.78 ",1/25/2021,7,93,North Surrey,3,1,"8,580.00","2,617","$898,000 ","$898,000 ",Asphalt,0,,Concrete Perimeter,"1,065",RF,,12,3,66,130,House/Single Family,"A must see special home on a large lot (66x130ft). Tasteful updates throughout, gorgeous kitchen, gleaming hardwood flooring, stunning bathroom with rain shower. Plenty of room in the finished basement for the extras. Paradise backyard, cedar multi-level decking, hot tub gazebo, and newer shed. Great value for a prime lot with a very livable home."
